,Марка,Модель,Год,Город,Пробег(км),Объем двигателя (см³),Мощность двигателя (л.с.),Цилиндров,Коробка,Привод,Цвет,Цена(руб),Форма двигателя
1670,BMW,BMW R 1200 GS,2018,Москва,18600,1200,125.0,2.0,МКПП-6,кардан,чёрный,1850000,оппозитное
1671,BMW,BMW F 850 GS,2020,Москва,1310,853,94.0,2.0,МКПП-6,цепь,белый,1400000,рядное
1672,BMW,BMW K 1200 RS,2002,Москва,82000,1200,136.0,4.0,МКПП-6,кардан,синий,450000,рядное
1673,BMW,BMW K 1200 S,2005,Москва,48233,1200,167.0,4.0,МКПП-6,кардан,серебристый,600000,рядное
1674,BMW,BMW K 1300 R,2015,Москва,2450,1300,173.0,4.0,МКПП-6,кардан,чёрный,3100000,рядное
1675,BMW,BMW R 1200 RT,2015,Сочи,78000,1200,125.0,2.0,МКПП-6,кардан,синий,1229000,оппозитное
1676,BMW,BMW S 1000 RR,2016,Москва,14200,1000,107.0,4.0,МКПП-6,цепь,белый,1750000,рядное
1677,BMW,BMW S 1000 R,2021,Сочи,4200,1000,165.0,4.0,МКПП-6,цепь,красный,1999999,рядное
1678,BMW,BMW K 1200 LT,2005,Москва,18500,1200,116.0,4.0,МКПП-5,кардан,синий,900000,рядное
1679,BMW,BMW G 310 GS,2019,Екатеринбург,3500,313,34.0,1.0,МКПП-6,цепь,красный,510000,рядное
1680,BMW,BMW R 1250 GS Adventure,2022,Москва,750,1250,136.0,2.0,МКПП-6,кардан,серебристый,2900000,оппозитное
1681,BMW,BMW G 310 GS,2019,Екатеринбург,1200,313,34.0,1.0,МКПП-6,цепь,чёрный,495000,рядное
1682,BMW,BMW F 850 GS,2022,Москва,15000,850,95.0,2.0,МКПП-6,цепь,чёрный,1860000,рядное
1683,BMW,BMW K 1300 S,2010,Отрадное,41900,1300,175.0,4.0,МКПП-6,кардан,серебристый,899000,рядное
1684,BMW,BMW R 1200 GS,2016,Москва,28000,1200,125.0,2.0,МКПП-6,кардан,синий,1550000,оппозитное
1685,BMW,BMW R 1200 GS Adventure,2016,Москва,29429,1200,125.0,2.0,МКПП-6,кардан,белый,1630000,оппозитное
1686,BMW,BMW F 900 R,2021,Санкт-Петербург,6000,1,104.0,2.0,МКПП-6,цепь,чёрный,1499999,рядное
1687,BMW,BMW K 1600 GT,2013,Краснодар,26400,1600,107.0,6.0,МКПП-6,кардан,синий,1300000,рядное
1688,BMW,BMW R 1150 GS,2000,Санкт-Петербург,69555,1150,85.0,2.0,МКПП-6,кардан,серебристый,380000,оппозитное
1689,BMW,BMW K 1200 LT,2006,Зеленчукская,110000,1200,116.0,4.0,МКПП-5,кардан,чёрный,650000,рядное
1690,BMW,BMW G 310 GS,2020,Чехов,18100,310,34.0,1.0,МКПП-6,цепь,синий,490000,рядное
1691,BMW,BMW R 1250 RS,2020,Москва,7651,1250,136.0,2.0,МКПП-6,кардан,золотистый,1700000,оппозитное
1692,BMW,BMW G 310 R,2018,Москва,13000,310,34.0,1.0,МКПП-6,цепь,красный,455000,рядное
1693,BMW,BMW R 35,1951,Грозный,8720,387,14.0,1.0,МКПП-4,кардан,чёрный,700000,рядное
1694,BMW,BMW R 1200 GS,2010,Ставрополь,33000,1200,110.0,2.0,МКПП-6,кардан,белый,1000000,оппозитное
1695,BMW,BMW R 1200 GS,2005,Брянск,46506,1200,105.0,2.0,МКПП-6,кардан,красный,620000,оппозитное
1696,BMW,BMW R 1200 C,2001,Екатеринбург,50000,1200,96.0,2.0,МКПП-6,кардан,синий,650000,оппозитное
1697,BMW,BMW R 1200 GS Adventure,2011,Ростов-на-Дону,128000,1170,110.0,2.0,МКПП-6,кардан,жёлтый,900000,оппозитное
1698,BMW,BMW K 1300 GT,2009,Ставрополь,78000,1300,160.0,4.0,МКПП-6,кардан,серый,910000,рядное
1699,BMW,BMW R 1200 GS,2013,Нахабино,100000,1200,125.0,2.0,МКПП-6,кардан,белый,850000,оппозитное
1700,BMW,BMW K 1300 S,2008,Балашиха,64500,1300,175.0,4.0,МКПП-6,кардан,оранжевый,740000,рядное
1701,BMW,BMW R 1200 GS Adventure,2010,Челябинск,27700,1200,110.0,2.0,МКПП-6,кардан,серый,1210000,оппозитное
1702,BMW,BMW G 310 R,2020,Москва,5622,313,34.0,1.0,МКПП-6,цепь,белый,530000,рядное
1703,BMW,BMW R 1250 GS,2019,Москва,14000,1250,136.0,2.0,МКПП-6,кардан,чёрный,2200000,оппозитное
1704,BMW,BMW S 1000 XR,2022,Москва,8500,1000,165.0,4.0,МКПП-6,цепь,красный,1900000,рядное
1705,BMW,BMW F 850 GS,2020,Санкт-Петербург,15000,850,95.0,2.0,МКПП-6,цепь,чёрный,1440000,рядное
1706,BMW,BMW K 1600 GT,2012,Фрязино,14100,1600,160.0,6.0,МКПП-6,кардан,серый,1530000,рядное
1707,BMW,BMW F 800 GS Adventure,2013,Санкт-Петербург,68000,800,85.0,2.0,МКПП-6,цепь,красный,935000,рядное
1708,BMW,BMW K 1600 GTL,2012,Москва,60370,1649,160.0,6.0,МКПП-6,кардан,синий,1550000,рядное
1709,BMW,BMW K 1600 GTL,2014,Москва,28000,1600,210.0,6.0,МКПП-6,кардан,коричневый,1650000,рядное
1710,BMW,BMW G 310 GS,2020,Мытищи,1537,313,34.0,1.0,МКПП-6,цепь,белый,550000,рядное
1711,BMW,BMW F 800 GS,2014,Москва,24000,800,80.0,2.0,МКПП-6,цепь,серый,800000,рядное
1712,BMW,BMW K 1300 S,2010,Екатеринбург,53000,1300,175.0,4.0,МКПП-6,кардан,серый,980000,рядное
1713,BMW,BMW R 1200 GS,2019,Санкт-Петербург,43600,1200,125.0,2.0,МКПП-6,кардан,белый,1460000,оппозитное
1714,BMW,BMW G 310 R,2018,Химки,3200,313,34.0,1.0,МКПП-6,цепь,синий,490000,рядное
1715,BMW,BMW R 850 R,2000,Томск,42000,850,70.0,2.0,МКПП-5,кардан,чёрный,230000,оппозитное
1716,BMW,BMW R 1200 GS,2006,Красноярск,130000,1200,80.0,2.0,МКПП-6,кардан,серый,600000,оппозитное
1717,BMW,BMW G 310 R,2018,Санкт-Петербург,10000,300,34.0,1.0,МКПП-6,цепь,белый,450000,рядное
1718,BMW,BMW R 1200 GS,2013,Химки,21000,1200,125.0,2.0,МКПП-6,кардан,серый,1150000,оппозитное
1719,BMW,BMW K 1600 GT,2013,Видное,42000,1600,160.0,6.0,МКПП-6,кардан,синий,1200000,рядное
1720,BMW,BMW F 650 CS,2003,Санкт-Петербург,24889,652,50.0,1.0,МКПП-5,ремень,серый,375000,рядное
1721,BMW,BMW F 900 R,2019,Владивосток,18974,895,105.0,2.0,МКПП-6,цепь,серый,1150000,рядное
1722,BMW,BMW R 1200 GS,2007,Челябинск,80000,1200,100.0,2.0,МКПП-6,кардан,чёрный,595000,оппозитное
1723,BMW,BMW G 310 R,2018,Санкт-Петербург,1383,313,34.0,1.0,МКПП-6,цепь,чёрный,450000,рядное
1724,BMW,BMW R 1150 RT,2001,Москва,39000,1150,98.0,2.0,МКПП-6,кардан,серебристый,460000,оппозитное
1725,BMW,BMW K 1600 GTL,2019,Выселки,25725,1600,160.0,6.0,МКПП-6,кардан,белый,2700000,рядное
1726,BMW,BMW G 310 R,2018,Химки,6200,310,34.0,1.0,МКПП-6,цепь,синий,470000,рядное
1727,BMW,BMW R 1200 C,1998,Старый Оскол,29900,1200,61.0,2.0,МКПП-5,кардан,бежевый,730000,оппозитное
1728,BMW,BMW M 1000 RR,2023,Москва,4,999,212.0,4.0,МКПП-6,цепь,чёрный,4800000,рядное
1729,BMW,BMW R 1150 R,2001,Москва,96163,1150,85.0,2.0,МКПП-6,кардан,красный,400000,оппозитное
1730,BMW,BMW R 1200 GS Adventure,2016,Москва,53000,1200,125.0,2.0,МКПП-6,кардан,красный,1450000,оппозитное
1731,BMW,BMW R 1200 GS,2013,Санкт-Петербург,50000,1200,110.0,2.0,МКПП-6,кардан,красный,870000,оппозитное
1732,BMW,BMW K 1200 R,2008,Красноярск,37650,1200,150.0,4.0,МКПП-6,кардан,чёрный,600000,рядное
1733,BMW,BMW R 1200 C,1999,Краснодар,29287,1170,61.0,2.0,МКПП-5,цепь,красный,500000,оппозитное
1734,BMW,BMW HP4,2013,Москва,26000,1000,215.0,4.0,МКПП-6,цепь,зелёный,950000,рядное
1735,BMW,BMW S 1000 R,2014,Москва,23000,999,107.0,4.0,МКПП-6,цепь,синий,1050000,рядное
1736,BMW,BMW F 800 ST,2006,Новороссийск,45000,800,85.0,2.0,МКПП-6,ремень,серый,690000,v-образное
1737,BMW,BMW F 800 GS,2010,Санкт-Петербург,21500,800,85.0,2.0,МКПП-6,цепь,белый,950000,рядное
1738,BMW,BMW R 1200 R,2010,Новоивановское,82000,1200,125.0,2.0,МКПП-6,кардан,белый,650000,оппозитное
1739,BMW,BMW R 1200 RT,2014,Москва,43000,1200,125.0,2.0,МКПП-6,кардан,серый,1550000,оппозитное
1740,BMW,BMW S 1000 RR,2020,Москва,5300,999,207.0,4.0,МКПП-6,цепь,белый,2400000,рядное
1741,BMW,BMW F 800 GS,2014,Москва,74000,800,85.0,2.0,МКПП-6,цепь,зелёный,775000,рядное
1742,BMW,BMW R Nine T Urban G/S,2017,Москва,19000,1170,81.0,2.0,МКПП-6,кардан,белый,1050000,оппозитное
1743,BMW,BMW K 1300 R,2013,Санкт-Петербург,40000,1300,178.0,4.0,МКПП-6,кардан,серый,970000,рядное
1744,BMW,BMW G 650 GS,2012,Москва,100000,650,48.0,1.0,МКПП-5,цепь,белый,500000,рядное
1745,BMW,BMW R 1200 GS,2005,Москва,85000,1200,125.0,2.0,МКПП-6,кардан,красный,700000,оппозитное
1746,BMW,BMW K 1200 R,2007,Губкин,32000,1200,167.0,4.0,МКПП-6,кардан,серебристый,510000,рядное
1747,BMW,BMW R 1250 RS,2021,Калининград,17774,1254,136.0,2.0,МКПП-6,кардан,чёрный,1950000,оппозитное
1748,BMW,BMW R 1200 RT,2005,Москва,82000,1200,110.0,2.0,МКПП-6,кардан,красный,900000,оппозитное
1749,BMW,BMW K 1600 GTL,2019,Сочи,20000,1600,160.0,6.0,МКПП-6,кардан,белый,2400000,рядное
1750,BMW,BMW K 1300 S,2012,Москва,55968,1300,175.0,4.0,МКПП-6,кардан,красный,1000000,рядное
1751,BMW,BMW F 850 GS,2019,Москва,15700,853,95.0,2.0,МКПП-6,цепь,белый,1400000,рядное
1752,BMW,BMW S 1000 RR,2021,Москва,8500,1000,207.0,4.0,МКПП-6,цепь,чёрный,2499999,рядное
1753,BMW,BMW R 1200 ST,2005,Подольск,21000,1173,110.0,2.0,МКПП-6,кардан,синий,560000,оппозитное
1754,BMW,BMW F 800 GS,2013,Москва,82500,800,85.0,2.0,МКПП-6,цепь,коричневый,650000,рядное
1755,BMW,BMW G 310 R,2017,Краснодар,3300,330,34.0,1.0,МКПП-6,цепь,белый,550000,рядное
1756,BMW,BMW G 310 GS,2020,Москва,12000,313,34.0,1.0,МКПП-6,цепь,белый,450000,рядное
1757,BMW,BMW G 310 GS,2020,Москва,4088,310,34.0,1.0,МКПП-6,цепь,белый,450000,рядное
1758,BMW,BMW K 1200 GT,2007,Кашира,39500,1157,152.0,4.0,МКПП-6,кардан,серебристый,680000,рядное
1759,BMW,BMW S 1000 XR,2020,Москва,15000,1000,107.0,4.0,МКПП-5,цепь,зелёный,2125000,рядное
1760,BMW,BMW G 310 GS,2021,Самара,5763,310,34.0,1.0,МКПП-6,цепь,чёрный,610000,рядное
1761,BMW,BMW R 1250 GS,2020,Москва,35000,1250,136.0,2.0,МКПП-6,кардан,чёрный,2000000,оппозитное
1762,BMW,BMW G 310 R,2021,Москва,1000,310,34.0,1.0,МКПП-6,цепь,красный,620000,рядное
1763,BMW,BMW R 1200 GS Adventure,2018,Москва,18800,1200,110.0,2.0,МКПП-6,кардан,чёрный,2000000,оппозитное
1764,BMW,BMW G 310 GS,2021,Санкт-Петербург,570,313,34.0,1.0,МКПП-6,цепь,синий,595000,рядное
1765,BMW,BMW R 1150 GS,2001,Кировград,74000,1150,85.0,2.0,МКПП-6,кардан,белый,470000,оппозитное
1766,BMW,BMW R 1200 RT,2006,Москва,60000,1200,110.0,2.0,МКПП-6,кардан,серый,650000,оппозитное
1767,BMW,BMW K 1600 B,2017,Москва,14500,1600,160.0,6.0,МКПП-6,кардан,чёрный,1950000,v-образное
1768,BMW,BMW R 1200 R,2014,Брянск,47221,1200,110.0,2.0,МКПП-6,кардан,серый,725000,оппозитное
1769,BMW,BMW S 1000 RR,2012,Санкт-Петербург,16000,1000,193.0,4.0,МКПП-6,цепь,чёрный,1400000,рядное
1770,BMW,BMW S 1000 RR,2020,Воронеж,19509,1000,207.0,4.0,МКПП-6,цепь,белый,2400000,рядное
1771,BMW,BMW R 1200 RT,2012,Новомосковск,68000,1200,110.0,2.0,МКПП-6,цепь,зелёный,925000,оппозитное
1772,BMW,BMW S 1000 RR,2024,Москва,2,999,207.0,4.0,МКПП-6,цепь,чёрный,3100000,рядное
1773,BMW,BMW S 1000 RR,2011,Москва,33000,999,193.0,4.0,МКПП-6,цепь,серый,1150000,рядное
1774,BMW,BMW F 700 GS,2014,Патруши,27000,800,75.0,2.0,МКПП-6,цепь,серебристый,820000,рядное
1775,BMW,BMW F 650 GS,2011,Красноярск,102000,800,71.0,2.0,МКПП-6,цепь,синий,520000,рядное
1776,BMW,BMW R Nine T Pure,2021,Москва,1000,1170,110.0,2.0,МКПП-6,кардан,красный,1900000,оппозитное
1777,BMW,BMW S 1000 RR,2021,Москва,1697,999,207.0,4.0,МКПП-6,цепь,чёрный,2720000,рядное
1778,BMW,BMW S 1000 R,2017,Мурино,40000,1000,160.0,4.0,МКПП-6,цепь,белый,1500000,рядное
1779,BMW,BMW K 1300 GT,2010,Орехово-Зуево,95000,1300,160.0,4.0,МКПП-6,кардан,синий,750000,рядное
1780,BMW,BMW F 800 R,2012,Владивосток,54000,800,87.0,2.0,МКПП-6,цепь,белый,455000,рядное
1781,BMW,BMW F 800 R,2015,Санкт-Петербург,30000,800,90.0,2.0,МКПП-6,цепь,синий,800000,рядное
1782,BMW,BMW S 1000 R,2016,Коммунарка,13000,1000,183.0,4.0,АКПП,цепь,красный,1450000,рядное
1783,BMW,BMW F 900 R,2021,Москва,11481,900,105.0,2.0,МКПП-6,цепь,чёрный,985000,рядное
1784,BMW,BMW F 900 XR,2020,Москва,6000,900,105.0,2.0,МКПП-6,цепь,золотистый,1540000,рядное
1785,BMW,BMW R 1200 RT,2009,Москва,168000,1170,110.0,2.0,МКПП-6,кардан,серебристый,690000,оппозитное
1786,BMW,BMW R 1200 GS Adventure,2015,Москва,16500,1200,126.0,2.0,МКПП-6,кардан,зелёный,1850000,оппозитное
1787,BMW,BMW F 650 GS,2002,Малаховка,69000,649,50.0,1.0,МКПП-5,цепь,синий,370000,рядное
1788,BMW,BMW S 1000 RR,2012,Тольятти,8000,1000,193.0,4.0,МКПП-6,цепь,белый,1100000,рядное
1789,BMW,BMW R 1250 GS,2020,Москва,8400,1254,136.0,2.0,МКПП-6,кардан,чёрный,2350000,оппозитное
1790,BMW,BMW F 800 GT,2017,Москва,85000,800,95.0,2.0,МКПП-6,ремень,серый,750000,рядное
1791,BMW,BMW R 1200 GS,2004,Чита,33000,1200,100.0,2.0,МКПП-6,кардан,синий,630000,оппозитное
1792,BMW,BMW R 18 Transcontinental,2022,Москва,243,1802,92.0,2.0,МКПП-6,кардан,чёрный,4350000,оппозитное
1793,BMW,BMW S 1000 RR,2021,Москва,14000,999,199.0,4.0,МКПП-6,цепь,чёрный,2290000,v-образное
1794,BMW,BMW F 850 GS Adventure,2019,Отрадное,42000,850,95.0,2.0,МКПП-6,цепь,серый,1100000,v-образное
1795,BMW,BMW F 800 S,2007,Красносельское,28760,800,86.0,2.0,МКПП-6,ремень,красный,400000,рядное
1796,BMW,BMW K 1100 LT,1995,Москва,100,1100,100.0,4.0,МКПП-5,кардан,чёрный,1000000,рядное
1797,BMW,BMW S 1000 RR,2020,Москва,12000,999,207.0,4.0,МКПП-6,цепь,синий,2300000,рядное
1798,BMW,BMW F 850 GS,2022,Москва,1200,850,95.0,2.0,МКПП-6,цепь,чёрный,1849000,рядное
1799,BMW,BMW R 1100 RT,2000,Иркутск,39000,1100,90.0,2.0,МКПП-5,кардан,зелёный,400000,оппозитное
1800,BMW,BMW G 310 GS,2020,Санкт-Петербург,17500,313,34.0,1.0,МКПП-6,цепь,синий,530000,рядное
1801,BMW,BMW S 1000 XR,2020,Белгород,17000,1000,107.0,4.0,МКПП-6,цепь,красный,2050000,рядное
1802,BMW,BMW R 1200 GS Adventure,2014,Москва,55450,1200,125.0,2.0,МКПП-6,кардан,синий,1450000,оппозитное
1803,BMW,BMW R Nine T Scrambler,2017,Москва,13100,1200,110.0,2.0,МКПП-5,кардан,серый,1200000,оппозитное
1804,BMW,BMW S 1000 RR,2020,Москва,28000,999,207.0,4.0,МКПП-6,цепь,красный,2000000,рядное
1805,BMW,BMW G 650 GS,2011,Москва,71000,650,50.0,1.0,МКПП-5,цепь,белый,470000,рядное
1806,BMW,BMW S 1000 RR,2021,Москва,9999,1000,215.0,4.0,МКПП-7,цепь,чёрный,2777777,рядное
1807,BMW,BMW F 750 GS,2019,Москва,20000,850,78.0,2.0,МКПП-6,цепь,жёлтый,1150000,рядное
1808,BMW,BMW S 1000 XR,2018,Киров,20000,999,165.0,4.0,МКПП-6,цепь,синий,1450000,v-образное
1809,BMW,BMW R Nine T Pure,2020,Москва,4500,1200,120.0,2.0,МКПП-6,кардан,голубой,1580000,оппозитное
1810,BMW,BMW G 310 R,2018,Успенское,4228,313,34.0,1.0,МКПП-6,цепь,чёрный,500000,рядное
1811,BMW,BMW S 1000 R,2020,Москва,13000,999,165.0,4.0,МКПП-6,цепь,синий,1500000,рядное
1812,BMW,BMW F 850 GS,2019,Севастополь,22000,849,95.0,2.0,МКПП-6,цепь,красный,1300000,рядное
1813,BMW,BMW S 1000 XR,2018,Казань,37000,999,165.0,4.0,МКПП-6,цепь,красный,1400000,рядное
1814,BMW,BMW S 1000 RR,2022,Москва,4,1000,207.0,4.0,МКПП-6,цепь,чёрный,2930000,рядное
1815,BMW,BMW F 800 R,2016,Петергоф,11500,800,91.0,2.0,МКПП-6,цепь,синий,799000,рядное
1816,BMW,BMW R 1200 RT,2005,Санкт-Петербург,66000,1200,110.0,2.0,МКПП-6,кардан,серебристый,660000,оппозитное
1817,BMW,BMW F 800 R,2016,Москва,40686,800,90.0,2.0,МКПП-6,цепь,синий,710000,рядное
1818,BMW,BMW G 310 GS,2020,Москва,324,313,34.0,1.0,МКПП-6,цепь,синий,570000,рядное
1819,BMW,BMW G 310 R,2019,Кстово,3550,310,34.0,1.0,МКПП-6,цепь,красный,649000,рядное
1820,BMW,BMW R 1200 GS,2008,Москва,129000,1200,104.0,2.0,МКПП-6,кардан,белый,850000,оппозитное
1821,BMW,BMW R 1150 GS,2000,Москва,65000,1150,85.0,2.0,МКПП-6,кардан,жёлтый,460000,оппозитное
1822,BMW,BMW K 75 S,1987,Санкт-Петербург,11000,750,75.0,3.0,МКПП-5,кардан,серый,550000,рядное
1823,BMW,BMW F 800 ST,2008,Вологда,47000,800,85.0,2.0,МКПП-6,ремень,синий,460000,рядное
1824,BMW,BMW K 1600 GTL,2014,Оренбург,27000,1649,107.0,6.0,МКПП-6,кардан,серый,1500000,рядное
1825,BMW,BMW R 1250 GS,2019,Подолино,32000,1250,136.0,2.0,МКПП-6,кардан,чёрный,1900000,оппозитное
1826,BMW,BMW G 310 R,2021,Москва,10700,313,34.0,1.0,МКПП-6,цепь,белый,520000,рядное
1827,BMW,BMW F 800 R,2016,Первоуральск,24000,800,91.0,2.0,МКПП-6,цепь,чёрный,800000,рядное
1828,BMW,BMW F 800 GT,2013,Саратов,65000,800,90.0,2.0,МКПП-6,ремень,оранжевый,600000,рядное
1829,BMW,BMW G 310 GS,2021,Екатеринбург,1000,310,34.0,1.0,МКПП-6,цепь,чёрный,750000,рядное
1830,BMW,BMW R 1200 GS,2018,Москва,7800,1200,125.0,2.0,МКПП-6,кардан,белый,2200000,оппозитное
1831,BMW,BMW K 1600 GTL,2013,Москва,101500,1650,160.0,6.0,МКПП-6,кардан,пурпурный,1100000,рядное
1832,BMW,BMW F 800 GS,2015,Москва,37500,800,85.0,2.0,МКПП-6,цепь,чёрный,930000,рядное
1833,BMW,BMW S 1000 RR,2017,Дзержинск,24795,999,207.0,4.0,МКПП-6,цепь,красный,1600000,рядное
1834,BMW,BMW R 1100 GS,1998,Малоярославец,150000,1100,80.0,2.0,МКПП-5,кардан,белый,299000,оппозитное
1835,BMW,BMW G 310 R,2021,Москва,7250,300,34.0,1.0,МКПП-6,цепь,серый,500000,рядное
1836,BMW,BMW R Nine T,2014,Тула,7700,1200,110.0,2.0,МКПП-6,кардан,чёрный,1589000,оппозитное
1837,BMW,BMW R 1150 RT,1997,Сочи,45000,1100,90.0,2.0,МКПП-5,кардан,зелёный,370000,оппозитное
1838,BMW,BMW R 35,1949,Жуковский,1000,350,14.0,1.0,МКПП-4,кардан,чёрный,750000,рядное
1839,BMW,BMW F 650,1998,Волгоград,62155,650,48.0,1.0,МКПП-5,цепь,чёрный,350000,рядное
1840,BMW,BMW G 310 R,2018,Санкт-Петербург,2800,313,34.0,1.0,МКПП-6,цепь,белый,495000,рядное
1841,BMW,BMW R 18 B,2022,Москва,2650,1800,91.0,2.0,МКПП-6,кардан,чёрный,2850000,оппозитное
1842,BMW,BMW R 1200 GS Adventure,2014,Москва,17400,1200,110.0,2.0,МКПП-6,кардан,зелёный,1700000,оппозитное
1843,BMW,BMW R 1100 RS,1995,Дрожжино,49000,1098,95.0,2.0,МКПП-5,кардан,чёрный,340000,оппозитное
1844,BMW,BMW K 1300 S,2011,Москва,49000,1300,175.0,4.0,МКПП-6,кардан,синий,870000,рядное
1845,BMW,BMW G 310 R,2020,Краснодар,400,300,34.0,1.0,МКПП-6,цепь,белый,500000,рядное
1846,BMW,BMW F 800 ST,2006,Краснодар,38000,800,85.0,2.0,МКПП-6,ремень,серый,800000,рядное
1847,BMW,BMW R 1200 GS,2006,Раменское,48000,1170,99.0,2.0,МКПП-6,кардан,серый,730000,оппозитное
1848,BMW,BMW K 1300 S,2010,Старый Оскол,47000,1300,175.0,4.0,МКПП-6,кардан,красный,729000,рядное
1849,BMW,BMW K 1100 LT,1994,Севастополь,52000,1100,100.0,6.0,МКПП-5,кардан,серый,480000,рядное
1850,BMW,BMW R 1200 GS,2006,Образцово,19500,1200,101.0,2.0,МКПП-6,кардан,жёлтый,750000,оппозитное
1851,BMW,BMW G 310 R,2021,Ростов-на-Дону,1500,313,34.0,1.0,МКПП-6,цепь,чёрный,570000,рядное
1852,BMW,BMW S 1000 RR,2022,Москва,5525,1000,207.0,4.0,МКПП-6,цепь,серый,2699000,рядное
1853,BMW,BMW K 1200 S,2006,Москва,47700,1200,167.0,4.0,МКПП-6,кардан,жёлтый,620000,рядное
1854,BMW,BMW S 1000 RR,2013,Орехово-Зуево,43700,999,107.0,4.0,МКПП-6,цепь,чёрный,1230000,рядное
1855,BMW,BMW F 650,1993,Людиново,62000,650,48.0,1.0,МКПП-5,цепь,красный,262000,рядное
1856,BMW,BMW M 1000 R,2023,Москва,4,999,205.0,4.0,МКПП-6,цепь,белый,3500000,рядное
1857,BMW,BMW R 1150 GS,2002,Тюмень,155500,1130,85.0,2.0,МКПП-6,кардан,белый,600000,оппозитное
1858,BMW,BMW G 310 GS,2019,Красноярск,8900,313,34.0,1.0,МКПП-6,цепь,чёрный,800000,рядное
1859,BMW,BMW G 310 R,2019,Санкт-Петербург,5800,313,34.0,1.0,МКПП-6,цепь,красный,450000,рядное
1860,BMW,BMW F 800 R,2019,Москва,2000,800,90.0,2.0,МКПП-6,цепь,чёрный,1050000,рядное
1861,BMW,BMW S 1000 RR,2019,Москва,14700,999,207.0,4.0,МКПП-6,цепь,белый,2200000,рядное
1862,BMW,BMW R 1200 GS Adventure,2018,Клин,40000,1200,110.0,2.0,МКПП-6,кардан,белый,2000000,оппозитное
1863,BMW,BMW R 1250 GS,2020,Санкт-Петербург,21000,1254,136.0,2.0,МКПП-6,кардан,чёрный,2200000,оппозитное
1864,BMW,BMW G 310 R,2019,Санкт-Петербург,9000,313,34.0,1.0,МКПП-6,цепь,белый,480000,рядное
1865,BMW,BMW F 900 XR,2020,Кемерово,3200,900,105.0,2.0,МКПП-6,цепь,красный,1450000,рядное
1866,BMW,BMW S 1000 RR,2022,Москва,15000,999,107.0,4.0,МКПП-6,цепь,серый,2450000,рядное
1867,BMW,BMW R 1250 GS,2021,Челябинск,5000,1250,136.0,2.0,МКПП-6,кардан,белый,2800000,оппозитное
1868,BMW,BMW F 800 GS,2010,Москва,46000,786,39.0,2.0,МКПП-6,цепь,серый,630000,рядное
1869,BMW,BMW K 1600 GTL,2022,Казань,550,1600,160.0,6.0,МКПП-6,кардан,белый,3950000,рядное
1870,BMW,BMW K 1200 LT,2001,Москва,116500,1200,98.0,4.0,МКПП-5,кардан,фиолетовый,549000,оппозитное
1871,BMW,BMW F 650 GS,2004,Нижний Новгород,63000,650,50.0,1.0,МКПП-5,цепь,синий,450000,рядное
1872,BMW,BMW S 1000 R,2018,Реутов,18700,1000,165.0,4.0,МКПП-6,цепь,серый,1300000,рядное
1873,BMW,BMW R 1200 RT,2007,Москва,129000,1200,110.0,2.0,МКПП-6,кардан,серебристый,670000,рядное
1874,BMW,BMW F 900 R,2020,Москва,9980,900,105.0,2.0,МКПП-6,цепь,чёрный,1060000,v-образное
1875,BMW,BMW R 1150 GS,2002,Кондопога,125000,1129,85.0,2.0,МКПП-6,кардан,серебристый,450000,оппозитное
1876,BMW,BMW F 800 ST,2008,Москва,93000,800,86.0,2.0,МКПП-6,ремень,синий,409000,рядное
1877,BMW,BMW M 1000 RR,2021,Москва,1,999,100.0,4.0,МКПП-6,цепь,синий,4100000,рядное
1878,BMW,BMW F 900 XR,2021,Мытищи,6200,900,105.0,2.0,МКПП-6,цепь,золотистый,1350000,рядное
1879,BMW,BMW F 850 GS,2018,Симферополь,27000,850,95.0,2.0,МКПП-6,цепь,белый,1300000,рядное
1880,BMW,BMW F 900 XR,2020,Москва,15000,890,105.0,2.0,МКПП-6,цепь,белый,1150000,рядное
1881,BMW,BMW F 800 ST,2007,Москва,43000,800,86.0,2.0,МКПП-6,ремень,синий,409000,v-образное
1882,BMW,BMW R 1250 GS Adventure,2019,Москва,25000,1250,136.0,2.0,МКПП-6,кардан,синий,2299999,оппозитное
1883,BMW,BMW K 1200 RS,2001,Ярославль,42000,1200,130.0,4.0,МКПП-6,кардан,синий,485000,рядное
1884,BMW,BMW R 1200 RT,2014,Москва,46113,1170,125.0,2.0,МКПП-6,кардан,синий,1450000,оппозитное
1885,BMW,BMW R 1200 GS Adventure,2017,Москва,34000,1200,110.0,2.0,МКПП-6,кардан,белый,1850000,оппозитное
1886,BMW,BMW G 310 GS,2019,Тверь,1300,310,33.0,1.0,МКПП-6,цепь,серебристый,550000,рядное
1887,BMW,BMW K 1200 GT,2006,Орехово-Зуево,85000,1200,153.0,4.0,МКПП-6,кардан,серый,740000,рядное
1888,BMW,BMW K 1100 LT,1992,Москва,30000,1100,100.0,4.0,МКПП-5,кардан,чёрный,800000,рядное
1889,BMW,BMW K 1200 S,2007,Волгоград,80,1200,168.0,4.0,МКПП-6,кардан,серебристый,600000,рядное
1890,BMW,BMW F 800 GS,2011,Саранск,91000,800,86.0,2.0,МКПП-6,цепь,оранжевый,550000,рядное
1891,BMW,BMW R 1100 S,2004,Ставрополь,20000,1100,98.0,2.0,МКПП-6,кардан,серый,550000,оппозитное
