,Марка,Модель,Год,Город,Пробег(км),Объем двигателя (см³),Мощность двигателя (л.с.),Цилиндров,Коробка,Привод,Цвет,Цена(руб),Форма двигателя
14662,Triumph,Triumph Tiger 800,2016,Екатеринбург,45000,800,95.0,3.0,МКПП-6,цепь,белый,870000,рядное
14663,Triumph,Triumph Tiger 800,2012,Ялта,40000,800,95.0,3.0,МКПП-6,цепь,чёрный,699000,рядное
14664,Triumph,Triumph Rocket III,2018,Москва,5651,2294,147.0,3.0,МКПП-6,кардан,чёрный,2100000,рядное
14665,Triumph,Triumph Speed Triple,2017,Москва,26227,1050,140.0,3.0,МКПП-6,цепь,белый,948000,рядное
14666,Triumph,Triumph Tiger 900,2021,Самара,7034,900,95.0,2.0,МКПП-6,ремень,чёрный,1795000,v-образное
14667,Triumph,Triumph Rocket III,2006,Санкт-Петербург,45041,2300,149.0,3.0,МКПП-6,кардан,серый,770000,рядное
14668,Triumph,Triumph Trident 660,2022,Санкт-Петербург,3,660,81.0,3.0,МКПП-6,цепь,чёрный,1400000,рядное
14669,Triumph,Triumph Bonneville T120,2022,Москва,1000,1200,80.0,2.0,МКПП-6,цепь,чёрный,1650000,рядное
14670,Triumph,Triumph Tiger Explorer,2012,Динская,64150,1200,137.0,3.0,МКПП-6,кардан,серый,850000,рядное
14671,Triumph,Triumph Street Triple,2019,Москва,12789,675,106.0,2.0,МКПП-6,цепь,серый,855000,рядное
14672,Triumph,Triumph Speed Triple,2019,Балашиха,5600,1050,145.0,3.0,МКПП-6,цепь,чёрный,1230000,рядное
14673,Triumph,Triumph Speed Triple,2018,Мытищи,13100,1050,150.0,3.0,МКПП-6,цепь,серый,940000,рядное
14674,Triumph,Triumph Rocket III,2006,Тюмень,48500,2300,148.0,3.0,МКПП-5,кардан,пурпурный,820000,рядное
14675,Triumph,Triumph Street Triple,2013,Владивосток,28150,700,106.0,3.0,МКПП-6,цепь,белый,600000,рядное
14676,Triumph,Triumph Bonneville Bobber,2018,Москва,2151,1200,77.0,2.0,МКПП-6,цепь,серый,1381004,рядное
14677,Triumph,Triumph Street Twin,2016,Владивосток,42000,900,55.0,2.0,МКПП-6,цепь,серебристый,645000,рядное
14678,Triumph,Triumph Tiger Sport 660,2023,Москва,1058,660,81.0,3.0,МКПП-6,цепь,серый,1050000,рядное
14679,Triumph,Triumph Scrambler,2011,Владивосток,38000,900,89.5,2.0,МКПП-5,цепь,зелёный,560000,рядное
14680,Triumph,Triumph Bonneville Bobber,2021,Санкт-Петербург,1326,1200,77.0,2.0,МКПП-6,цепь,пурпурный,1890000,рядное
14681,Triumph,Triumph Tiger 1050,2007,Москва,51000,1050,113.0,3.0,МКПП-6,цепь,золотистый,550000,рядное
14682,Triumph,Triumph Rocket 3,2007,Москва,5000,2300,150.0,3.0,МКПП-6,кардан,чёрный,850000,рядное
14683,Triumph,Triumph TT 600,2000,Сергиев Посад,23000,600,109.0,4.0,МКПП-6,цепь,серебристый,330000,рядное
14684,Triumph,Triumph Rocket III,2009,Псков,29876,2294,148.0,3.0,МКПП-5,кардан,синий,1175000,рядное
14685,Triumph,Triumph Trident 660,2022,Москва,4300,660,81.0,3.0,МКПП-6,цепь,чёрный,1110000,рядное
14686,Triumph,Triumph Street Cup,2019,Видное,8500,900,55.0,2.0,МКПП-5,цепь,жёлтый,900000,рядное
14687,Triumph,Triumph Thunderbird 1600,2010,Москва,63000,1600,86.0,2.0,МКПП-6,ремень,синий,960000,рядное
14688,Triumph,Triumph Street Triple,2012,Москва,27000,675,106.0,3.0,МКПП-6,цепь,чёрный,680000,рядное
14689,Triumph,Triumph Thunderbird 1600,2012,Пенза,7020,1600,87.0,2.0,МКПП-6,ремень,красный,795000,рядное
14690,Triumph,Triumph Rocket III,2013,Новомосковск,18000,2300,149.0,3.0,МКПП-5,кардан,чёрный,1500000,рядное
14691,Triumph,Triumph Bonneville T120,2016,Краснодар,6500,1200,80.0,2.0,МКПП-6,цепь,чёрный,1100000,рядное
14692,Triumph,Triumph Street Triple,2022,Адлер,1842,765,123.0,3.0,МКПП-5,цепь,серый,1120000,рядное
14693,Triumph,Triumph Bonneville Bobber,2021,Москва,306,1200,77.0,2.0,МКПП-6,цепь,зелёный,2100000,рядное
14694,Triumph,Triumph Trident 660,2021,Москва,9980,660,81.0,3.0,МКПП-6,цепь,белый,890000,рядное
14695,Triumph,Triumph Thruxton,2022,Санкт-Петербург,777,1200,98.0,2.0,МКПП-6,цепь,синий,2100000,рядное
14696,Triumph,Triumph Tiger 1050,2009,Обнинск,31572,1050,115.0,3.0,МКПП-6,цепь,синий,690000,рядное
14697,Triumph,Triumph Scrambler,2012,Ульяновск,4785,865,60.0,2.0,МКПП-5,цепь,серый,790000,рядное
14698,Triumph,Triumph Bonneville,2021,Казань,3000,1200,80.0,2.0,МКПП-6,цепь,чёрный,1570000,рядное
14699,Triumph,Triumph Rocket III,2005,Москва,66000,2294,167.0,3.0,МКПП-5,кардан,чёрный,900000,рядное
14700,Triumph,Triumph Rocket III,2018,Махачкала,44300,2300,200.0,3.0,МКПП-5,кардан,чёрный,1590000,рядное
14701,Triumph,Triumph Rocket III,2013,Мурманск,46000,2294,106.0,3.0,МКПП-5,кардан,чёрный,980000,рядное
14702,Triumph,Triumph Street Cup,2018,Москва,8000,900,55.0,2.0,МКПП-5,цепь,жёлтый,1000000,рядное
14703,Triumph,Triumph Scrambler,2014,Санкт-Петербург,28327,865,89.5,2.0,МКПП-5,цепь,зелёный,791000,рядное
14704,Triumph,Triumph Thunderbird Storm,2010,Москва,16000,1700,98.0,2.0,МКПП-6,ремень,чёрный,865839,рядное
14705,Triumph,Triumph Bonneville,2014,Москва,21900,865,68.0,2.0,МКПП-5,цепь,синий,699000,рядное
14706,Triumph,Triumph Speed Triple,2008,Нижневартовск,39000,1050,135.0,3.0,МКПП-6,цепь,чёрный,800000,рядное
14707,Triumph,Triumph Street Triple,2011,Москва,60167,675,106.0,3.0,МКПП-6,цепь,белый,520000,рядное
14708,Triumph,Triumph Sprint ST,2003,Карпинск,65000,955,95.0,3.0,МКПП-6,цепь,синий,323000,рядное
14709,Triumph,Triumph Speed Triple,2021,Москва,500,1200,180.0,3.0,МКПП-6,цепь,чёрный,1890000,рядное
14710,Triumph,Triumph Speed Triple,2011,Боровск,34000,1050,135.0,3.0,МКПП-6,цепь,чёрный,570000,рядное
14711,Triumph,Triumph Speedmaster,2012,Ногинск,3334,865,62.0,2.0,МКПП-5,цепь,чёрный,690000,рядное
14712,Triumph,Triumph Rocket 3,2011,Керчь,28000,2300,167.0,3.0,МКПП-6,кардан,чёрный,1100000,рядное
14713,Triumph,Triumph Rocket 3,2021,Санкт-Петербург,4500,2500,160.0,3.0,МКПП-6,кардан,чёрный,2990000,рядное
14714,Triumph,Triumph Speed Triple,2005,Комсомольск-на-Амуре,10500,1050,129.0,3.0,МКПП-6,цепь,чёрный,700000,рядное
14715,Triumph,Triumph Sprint ST,2005,Москва,96000,1050,123.0,3.0,МКПП-6,цепь,синий,500000,рядное
14716,Triumph,Triumph Tiger 800,2012,Михайловск,33000,800,93.0,3.0,МКПП-6,цепь,чёрный,750000,рядное
14717,Triumph,Triumph Bonneville Speedmaster,2022,Москва,1200,1200,77.0,2.0,МКПП-6,цепь,чёрный,1530000,рядное
14718,Triumph,Triumph Sprint 900,1997,Москва,19690,900,100.0,3.0,МКПП-6,цепь,красный,350000,рядное
14719,Triumph,Triumph Speed Triple,1993,Москва,5300,900,100.0,3.0,МКПП-6,цепь,синий,475000,рядное
14720,Triumph,Triumph Tiger 800,2013,Северодвинск,20000,800,95.0,3.0,МКПП-6,цепь,зелёный,789000,рядное
14721,Triumph,Triumph Rocket III,2008,Саратов,41000,2300,106.0,3.0,МКПП-5,цепь,белый,950000,v-образное
14722,Triumph,Triumph Tiger 800,2015,Зеленоград,55000,800,95.0,3.0,МКПП-6,цепь,синий,730000,рядное
14723,Triumph,Triumph Tiger 1050,2008,Нижний Новгород,40000,1050,115.0,3.0,МКПП-6,цепь,чёрный,700000,рядное
14724,Triumph,Triumph Bonneville T100,2020,Москва,1605,900,55.0,2.0,МКПП-5,цепь,чёрный,1800000,рядное
14725,Triumph,Triumph Tiger 955i,2001,Пенза,20280,955,98.0,3.0,МКПП-6,цепь,зелёный,470000,рядное
14726,Triumph,Triumph Rocket III,2008,Королёв,28358,2294,143.0,3.0,МКПП-6,кардан,синий,950000,рядное
14727,Triumph,Triumph Thruxton,2021,Москва,3800,1200,107.0,2.0,МКПП-6,цепь,серебристый,2450000,рядное
14728,Triumph,Triumph Bonneville,2002,Воскресенск,30000,790,62.0,2.0,МКПП-4,цепь,зелёный,550000,рядное
14729,Triumph,Triumph Speedmaster,2013,Санкт-Петербург,7550,865,61.0,2.0,МКПП-5,цепь,синий,750000,рядное
14730,Triumph,Triumph Rocket III,2006,Москва,17000,2300,143.0,3.0,МКПП-5,кардан,чёрный,1050000,рядное
14731,Triumph,Triumph Street Triple,2011,Москва,8500,675,106.0,3.0,МКПП-6,цепь,чёрный,700000,рядное
14732,Triumph,Triumph Street Cup,2018,Химки,4400,900,55.0,2.0,МКПП-5,цепь,чёрный,1000000,рядное
14733,Triumph,Triumph Bonneville T100,2020,Дмитров,2000,900,59.0,2.0,МКПП-5,цепь,красный,1350000,рядное
14734,Triumph,Triumph Street Triple,2013,Грозный,12200,675,106.0,3.0,МКПП-6,цепь,чёрный,699000,рядное
14735,Triumph,Triumph Street Twin,2016,Брянск,370,900,65.0,2.0,МКПП-5,цепь,чёрный,1100000,рядное
14736,Triumph,Triumph Rocket 3,2015,Москва,4000,2294,147.0,3.0,МКПП-5,кардан,чёрный,1555000,рядное
14737,Triumph,Triumph Trident 660,2021,Москва,16000,660,81.0,3.0,МКПП-6,цепь,чёрный,1100000,рядное
14738,Triumph,Triumph Thruxton,2017,Красноярск,8300,1200,97.0,2.0,МКПП-6,цепь,белый,1155000,v-образное
14739,Triumph,Triumph Speedmaster,2011,Москва,29000,865,61.0,2.0,МКПП-5,цепь,чёрный,645000,рядное
14740,Triumph,Triumph Bonneville Bobber,2021,Москва,3200,1200,77.0,2.0,МКПП-6,цепь,красный,2470000,рядное
14741,Triumph,Triumph Trident 660,2021,Иваново,1200,660,81.0,3.0,МКПП-6,цепь,белый,1200000,рядное
14742,Triumph,Triumph Tiger 800,2012,Хабаровск,17000,800,95.0,3.0,МКПП-6,цепь,белый,675000,рядное
14743,Triumph,Triumph Bonneville,2011,Москва,29000,900,61.0,2.0,МКПП-5,цепь,чёрный,645000,рядное
14744,Triumph,Triumph Tiger Explorer,2014,Москва,92000,1215,137.0,3.0,МКПП-6,кардан,белый,717000,рядное
14745,Triumph,Triumph Bonneville,2014,Москва,80,865,68.0,2.0,МКПП-5,цепь,синий,1125000,рядное
14746,Triumph,Triumph Speed Triple,2011,Москва,6300,1050,135.0,3.0,МКПП-6,цепь,белый,699000,рядное
14747,Triumph,Triumph Tiger 1200,2014,Самара,70000,1200,150.0,3.0,МКПП-6,кардан,зелёный,925000,рядное
14748,Triumph,Triumph Bonneville Bobber,2021,Санкт-Петербург,2300,1200,82.0,2.0,МКПП-6,цепь,фиолетовый,1990000,рядное
14749,Triumph,Triumph Rocket III,2009,Краснодар,22100,2300,138.0,3.0,МКПП-5,кардан,синий,1199000,рядное
14750,Triumph,Triumph Rocket 3,2021,Пушкино,8600,2500,200.0,3.0,МКПП-6,кардан,зелёный,3600000,рядное
14751,Triumph,Triumph Bonneville T120,2021,Красногорск,1000,1200,80.0,2.0,МКПП-5,цепь,чёрный,1550000,рядное
14752,Triumph,Triumph Speed Triple,2010,Балашиха,14700,1050,145.0,3.0,МКПП-6,цепь,чёрный,510000,рядное
14753,Triumph,Triumph Rocket III,2019,Сочи,6000,2458,148.0,3.0,МКПП-5,кардан,чёрный,3700000,рядное
14754,Triumph,Triumph Speed Triple,2021,Москва,9900,1200,180.0,3.0,МКПП-6,цепь,серый,1599000,рядное
14755,Triumph,Triumph Rocket III,2015,Севастополь,5800,2300,148.0,3.0,МКПП-5,кардан,чёрный,1650000,рядное
14756,Triumph,Triumph Speed Triple,2019,Москва,10000,1050,150.0,3.0,МКПП-6,цепь,чёрный,1240000,рядное
14757,Triumph,Triumph Thunderbird Storm,2013,Мытищи,5300,1700,98.0,2.0,МКПП-6,ремень,бежевый,1300000,рядное
14758,Triumph,Triumph Daytona 650,2005,Красноярск,18500,650,114.0,4.0,МКПП-6,цепь,жёлтый,385000,рядное
14759,Triumph,Triumph TT 600,2000,Москва,12600,600,109.0,4.0,МКПП-6,цепь,чёрный,505000,рядное
14760,Triumph,Triumph Thunderbird 1600,2011,Долгопрудный,76000,1600,86.0,2.0,МКПП-6,ремень,синий,690000,рядное
14761,Triumph,Triumph Tiger 1050,2007,Санкт-Петербург,31000,1050,116.0,3.0,МКПП-6,цепь,золотистый,599999,рядное
14762,Triumph,Triumph Thruxton,2014,Москва,15000,865,69.0,2.0,МКПП-6,цепь,чёрный,690000,рядное
14763,Triumph,Triumph America,2014,Москва,12561,865,61.0,2.0,МКПП-5,цепь,синий,790000,рядное
14764,Triumph,Triumph Speedmaster,2013,Москва,1000,865,67.0,2.0,МКПП-5,цепь,чёрный,750000,рядное
14765,Triumph,Triumph Trophy 1200,2013,Подольск,36500,1215,134.0,4.0,МКПП-6,кардан,синий,760000,рядное
14766,Triumph,Triumph Street Triple,2010,Москва,30000,675,106.0,3.0,МКПП-6,цепь,чёрный,550000,рядное
14767,Triumph,Triumph Street Triple,2012,Кудрово,23000,675,106.0,3.0,МКПП-6,цепь,чёрный,660000,рядное
14768,Triumph,Triumph Speed Triple,2022,Санкт-Петербург,1700,1200,180.0,3.0,МКПП-6,цепь,белый,2390000,рядное
14769,Triumph,Triumph Bonneville T100,2020,Москва,4000,900,59.0,2.0,МКПП-5,цепь,красный,1240000,рядное
14770,Triumph,Triumph Daytona 675,2008,Москва,58000,675,130.0,3.0,МКПП-6,цепь,чёрный,550000,рядное
14771,Triumph,Triumph Tiger 900,2020,Санкт-Петербург,20500,888,95.0,3.0,МКПП-6,цепь,зелёный,1450000,рядное
14772,Triumph,Triumph Speed Twin,2019,Москва,16000,1200,98.0,2.0,МКПП-6,цепь,красный,1190000,рядное
14773,Triumph,Triumph Trident 660,2022,Санкт-Петербург,890,660,82.0,3.0,МКПП-6,цепь,чёрный,1190000,рядное
14774,Triumph,Triumph Bonneville,2012,Санкт-Петербург,12000,800,68.0,2.0,МКПП-5,цепь,золотистый,720000,рядное
14775,Triumph,Triumph Bonneville T100,2005,Москва,24000,865,68.0,2.0,МКПП-5,цепь,чёрный,540000,рядное
14776,Triumph,Triumph Street Triple,2016,Санкт-Петербург,4600,675,106.0,3.0,МКПП-6,цепь,чёрный,790000,рядное
14777,Triumph,Triumph Trident 660,2021,Парголово,2500,660,81.0,3.0,МКПП-6,цепь,белый,930000,рядное
14778,Triumph,Triumph Speed Four,2007,Москва,32000,600,98.0,4.0,МКПП-5,цепь,синий,400000,рядное
14779,Triumph,Triumph Sprint ST,2005,Москва,41000,1050,136.0,3.0,МКПП-6,ремень,синий,449000,рядное
14780,Triumph,Triumph Bonneville,2010,Москва,7000,900,68.0,2.0,МКПП-5,цепь,серебристый,800000,рядное
14781,Triumph,Triumph Daytona 675,2009,Дударева,30000,675,130.0,3.0,МКПП-6,цепь,чёрный,600000,рядное
14782,Triumph,Triumph Speedmaster,2012,Москва,18500,865,61.0,2.0,МКПП-5,цепь,чёрный,645000,рядное
14783,Triumph,Triumph Rocket 3,2016,Москва,37200,2300,167.0,3.0,МКПП-6,кардан,чёрный,1200000,рядное
14784,Triumph,Triumph Tiger 900,2024,Санкт-Петербург,1,900,109.0,3.0,МКПП-6,цепь,серебристый,2290000,рядное
14785,Triumph,Triumph Trophy 1200,2003,Санкт-Петербург,32000,1200,107.0,4.0,МКПП-6,цепь,белый,480000,рядное
14786,Triumph,Triumph Bonneville,1973,Москва,2700,750,68.0,2.0,МКПП-5,цепь,чёрный,1200000,рядное
14787,Triumph,Triumph Rocket 3,2023,Долгопрудный,1000,2500,167.0,3.0,МКПП-6,кардан,серебристый,3499000,рядное
14788,Triumph,Triumph Trident 660,2021,Москва,15065,660,81.0,3.0,МКПП-6,цепь,серый,1100000,рядное
14789,Triumph,Triumph Street Cup,2017,Екатеринбург,18000,900,55.0,2.0,МКПП-5,цепь,чёрный,999999,рядное
14790,Triumph,Triumph Thruxton,2010,Балашиха,13000,900,98.0,2.0,МКПП-5,цепь,чёрный,560000,рядное
14791,Triumph,Triumph Speedmaster,2015,Белорецк,11000,900,68.0,2.0,МКПП-5,цепь,серый,600000,рядное
14792,Triumph,Triumph Tiger Explorer,2014,Севастополь,45000,1215,136.0,3.0,МКПП-6,кардан,белый,950000,рядное
14793,Triumph,Triumph Rocket 3,2020,Санкт-Петербург,9300,2500,167.0,3.0,МКПП-6,кардан,серебристый,2990000,рядное
14794,Triumph,Triumph Tiger 900,2024,Москва,1,900,109.0,3.0,МКПП-6,цепь,красный,2290000,рядное
14795,Triumph,Triumph Bonneville,2021,Москва,43000,900,68.0,2.0,МКПП-5,цепь,чёрный,1150000,рядное
14796,Triumph,Triumph Tiger Explorer,2016,Санкт-Петербург,55000,1200,139.0,3.0,МКПП-6,кардан,зелёный,1500000,рядное
14797,Triumph,Triumph Thruxton,2005,Москва,3000,900,98.0,2.0,МКПП-6,цепь,чёрный,1300000,рядное
14798,Triumph,Triumph Bonneville T120,2017,Санкт-Петербург,4000,1200,80.0,2.0,МКПП-6,цепь,белый,1150000,рядное
14799,Triumph,Triumph America,2013,Астрахань,27000,865,63.0,2.0,МКПП-5,цепь,фиолетовый,580000,рядное
14800,Triumph,Triumph Tiger 1200,2016,Москва,52650,1200,139.0,3.0,МКПП-6,кардан,синий,1199000,рядное
14801,Triumph,Triumph Tiger 1050,2018,Новосибирск,2100,1050,150.0,3.0,МКПП-6,цепь,серый,1300000,рядное
14802,Triumph,Triumph Rocket III,2011,Санкт-Петербург,22000,2300,149.0,3.0,МКПП-5,кардан,чёрный,1230000,рядное
14803,Triumph,Triumph Tiger 800,2012,Москва,8185,800,100.0,3.0,МКПП-6,цепь,чёрный,750000,рядное
14804,Triumph,Triumph Scrambler,2023,Москва,548,1200,90.0,2.0,МКПП-5,цепь,зелёный,1899000,рядное
14805,Triumph,Triumph Rocket 3,2021,Одинцово,4698,2500,167.0,3.0,МКПП-6,кардан,серый,2700000,рядное
14806,Triumph,Triumph Tiger Sport 660,2023,Москва,961,660,81.0,3.0,МКПП-6,цепь,красный,1099000,рядное
14807,Triumph,Triumph Daytona 675,2012,Москва,12221,675,120.0,3.0,МКПП-6,цепь,белый,599000,рядное
14808,Triumph,Triumph Rocket III,2021,Москва,7089,2458,167.0,3.0,МКПП-6,кардан,красный,2999000,рядное
14809,Triumph,Triumph Trident 660,2021,Санкт-Петербург,3918,660,81.0,3.0,МКПП-6,цепь,чёрный,915000,рядное
14810,Triumph,Triumph Tiger 800,2012,Санкт-Петербург,8185,800,95.0,3.0,МКПП-6,цепь,чёрный,755000,рядное
14811,Triumph,Triumph Street Triple,2023,Москва,440,765,123.0,3.0,МКПП-6,цепь,серый,1499000,рядное
14812,Triumph,Triumph Bonneville Bobber,2020,Москва,921,1200,77.0,2.0,МКПП-6,цепь,красный,1600000,рядное
14813,Triumph,Triumph Trident 660,2021,Москва,29382,660,81.0,3.0,МКПП-6,цепь,чёрный,899000,рядное
14814,Triumph,Triumph Trident 660,2023,Москва,337,660,81.0,3.0,МКПП-6,цепь,чёрный,1199000,рядное
14815,Triumph,Triumph Street Triple,2009,Москва,24185,675,106.0,3.0,МКПП-6,цепь,чёрный,499000,рядное
14816,Triumph,Triumph Bonneville,2015,Москва,36477,865,68.0,2.0,МКПП-5,цепь,красный,677000,рядное
14817,Triumph,Triumph Bonneville Bobber,2021,Москва,1320,1200,77.0,2.0,МКПП-6,цепь,пурпурный,1890000,рядное
14818,Triumph,Triumph Rocket III,2005,Владивосток,23000,2300,148.0,3.0,МКПП-5,кардан,чёрный,610000,рядное
14819,Triumph,Triumph Trident 660,2023,Москва,990,660,81.0,3.0,МКПП-6,цепь,чёрный,1199000,рядное
14820,Triumph,Triumph Trident 660,2022,Владивосток,10406,660,81.0,3.0,МКПП-6,цепь,оранжевый,850000,рядное
14821,Triumph,Triumph Daytona 675,2012,Москва,58393,675,120.0,3.0,МКПП-6,цепь,красный,559000,рядное
14822,Triumph,Triumph Speed Triple,2006,Москва,49156,1050,145.0,3.0,МКПП-6,цепь,чёрный,499000,рядное
14823,Triumph,Triumph Trident 660,2021,Москва,11632,660,81.0,3.0,МКПП-6,цепь,чёрный,999000,рядное
14824,Triumph,Triumph Daytona 675,2014,Москва,42351,675,120.0,3.0,МКПП-6,цепь,белый,799000,рядное
14825,Triumph,Triumph Trident 660,2021,Москва,11892,660,81.0,3.0,МКПП-6,цепь,серый,999000,рядное
14826,Triumph,Triumph Street Triple,2015,Москва,19176,675,106.0,3.0,МКПП-6,цепь,красный,799000,рядное
14827,Triumph,Triumph Speed Triple,2007,Владивосток,18977,1050,145.0,3.0,МКПП-6,цепь,чёрный,550000,рядное
14828,Triumph,Triumph Street Triple,2021,Москва,11565,660,81.0,3.0,МКПП-6,цепь,белый,999000,рядное
14829,Triumph,Triumph America,2016,Москва,4434,865,61.0,2.0,МКПП-5,цепь,синий,799000,рядное
14830,Triumph,Triumph Tiger Sport 660,2023,Москва,1,660,81.0,3.0,МКПП-6,цепь,серый,1199000,рядное
14831,Triumph,Triumph Street Triple,2009,Москва,21075,675,106.0,3.0,МКПП-6,цепь,серый,499000,рядное
14832,Triumph,Triumph Street Triple,2021,Москва,20382,765,106.0,3.0,МКПП-6,цепь,чёрный,1088514,рядное
14833,Triumph,Triumph Bonneville T100,2014,Москва,10311,865,59.0,2.0,МКПП-5,цепь,чёрный,820359,рядное
14834,Triumph,Triumph Street Triple,2014,Москва,23350,675,106.0,3.0,МКПП-6,цепь,чёрный,677000,рядное
14835,Triumph,Triumph Street Triple,2015,Москва,31833,675,106.0,3.0,МКПП-6,цепь,белый,699000,рядное
14836,Triumph,Triumph Trident 660,2021,Балашиха,17428,660,81.0,3.0,МКПП-6,цепь,чёрный,890000,рядное
14837,Triumph,Triumph Trident 660,2021,Москва,11856,660,81.0,3.0,МКПП-6,цепь,чёрный,999000,рядное
14838,Triumph,Triumph Street Triple,2011,Москва,20863,675,106.0,3.0,МКПП-6,цепь,серый,613951,рядное
14839,Triumph,Triumph Speed Triple,2013,Москва,28652,1050,145.0,3.0,МКПП-6,цепь,чёрный,799000,рядное
14840,Triumph,Triumph Speed Triple,2017,Москва,31900,1050,145.0,3.0,МКПП-6,цепь,серый,899000,рядное
14841,Triumph,Triumph Tiger Sport 660,2022,Москва,11507,660,81.0,3.0,МКПП-6,цепь,красный,999000,рядное
14842,Triumph,Triumph Bonneville Bobber,2018,Москва,4031,1200,77.0,2.0,МКПП-6,цепь,красный,1499000,рядное
14843,Triumph,Triumph Street Triple,2020,Москва,11521,660,81.0,3.0,МКПП-6,цепь,белый,999000,рядное
14844,Triumph,Triumph Speed Twin,2022,Москва,18236,1197,100.0,2.0,МКПП-6,цепь,синий,1477000,рядное
14845,Triumph,Triumph Street Triple,2023,Москва,4922,765,123.0,3.0,МКПП-6,цепь,белый,1399000,рядное
14846,Triumph,Triumph Street Triple,2017,Санкт-Петербург,10624,675,106.0,3.0,МКПП-6,цепь,белый,795000,рядное
14847,Triumph,Triumph Rocket III,2005,Санкт-Петербург,36690,2300,148.0,3.0,МКПП-5,кардан,чёрный,789000,рядное
14848,Triumph,Triumph Tiger Sport 660,2022,Москва,213,660,81.0,3.0,МКПП-6,цепь,красный,1177000,рядное
14849,Triumph,Triumph Tiger Sport 660,2023,Москва,2,660,81.0,3.0,МКПП-6,цепь,красный,1199000,рядное
14850,Triumph,Triumph Bonneville Speedmaster,2020,Москва,19588,1200,77.0,2.0,МКПП-6,цепь,синий,1399000,рядное
14851,Triumph,Triumph Speed Twin,2022,Москва,17227,900,65.0,2.0,МКПП-6,цепь,красный,899000,рядное
14852,Triumph,Triumph Tiger 800,2015,Москва,25898,800,95.0,3.0,МКПП-6,цепь,белый,799000,рядное
14853,Triumph,Triumph Speed Triple,2008,Москва,13457,1050,145.0,3.0,МКПП-6,цепь,белый,599000,рядное
14854,Triumph,Triumph Street Triple,2023,Москва,3,765,123.0,3.0,МКПП-6,цепь,серый,1499000,рядное
14855,Triumph,Triumph Bonneville T100,2017,Екатеринбург,30447,900,54.0,2.0,МКПП-5,цепь,синий,950000,рядное
14856,Triumph,Triumph Rocket III,2020,Москва,5440,2458,167.0,3.0,МКПП-6,кардан,чёрный,2799000,рядное
14857,Triumph,Triumph Daytona 675,2012,Москва,30387,675,120.0,3.0,МКПП-6,цепь,белый,677000,рядное
14858,Triumph,Triumph Daytona 675,2015,Москва,35651,675,120.0,3.0,МКПП-6,цепь,белый,799000,рядное
14859,Triumph,Triumph Bonneville T100,2017,Санкт-Петербург,30447,865,59.0,2.0,МКПП-6,цепь,синий,985000,рядное
14860,Triumph,Triumph Speed Triple,2021,Москва,12846,1200,180.0,3.0,МКПП-6,цепь,серый,1599000,рядное
14861,Triumph,Triumph Street Triple,2022,Москва,8782,765,123.0,3.0,МКПП-6,цепь,чёрный,1299000,рядное
14862,Triumph,Triumph Street Triple,2023,Москва,1,765,123.0,3.0,МКПП-6,цепь,белый,1499000,рядное
14863,Triumph,Triumph Speed Twin,2022,Москва,963,900,65.0,2.0,МКПП-6,цепь,серый,1199000,рядное
14864,Triumph,Triumph Street Triple,2019,Москва,16112,765,123.0,3.0,МКПП-6,цепь,чёрный,999000,рядное
14865,Triumph,Triumph Trident 660,2023,Москва,1,660,81.0,3.0,МКПП-6,цепь,чёрный,1199000,рядное
14866,Triumph,Triumph Street Triple,2018,Москва,40572,765,123.0,3.0,МКПП-6,цепь,чёрный,799000,рядное
14867,Triumph,Triumph Trident 660,2023,Москва,180,660,81.0,3.0,МКПП-6,цепь,серый,1199000,рядное
14868,Triumph,Triumph Street Triple,2012,Москва,24064,675,106.0,3.0,МКПП-6,цепь,фиолетовый,599000,рядное
14869,Triumph,Triumph Street Triple,2021,Москва,10986,765,123.0,3.0,МКПП-6,цепь,серый,1199000,рядное
14870,Triumph,Triumph Street Triple,2008,Москва,5993,675,106.0,3.0,МКПП-6,цепь,белый,499000,рядное
14871,Triumph,Triumph Street Triple,2020,Екатеринбург,21789,765,113.0,3.0,МКПП-6,цепь,белый,1100000,рядное
14872,Triumph,Triumph Street Triple,2017,Москва,32719,765,123.0,3.0,МКПП-6,цепь,чёрный,899000,рядное
14873,Triumph,Triumph Rocket III,2023,Москва,1035,2458,167.0,3.0,МКПП-6,кардан,серый,2999000,рядное
14874,Triumph,Triumph Tiger Sport 660,2023,Москва,1,660,81.0,3.0,МКПП-6,цепь,синий,1199000,рядное
14875,Triumph,Triumph Bonneville Bobber,2017,Москва,9826,1200,77.0,2.0,МКПП-6,цепь,серый,1399000,рядное
14876,Triumph,Triumph Speed Twin,2023,Москва,1,900,65.0,2.0,МКПП-6,цепь,зелёный,1199000,рядное
14877,Triumph,Triumph Speed Triple,2006,Москва,38676,1050,145.0,3.0,МКПП-6,цепь,синий,449000,рядное
14878,Triumph,Triumph America,2016,Москва,5925,865,61.0,2.0,МКПП-5,цепь,синий,799000,рядное
14879,Triumph,Triumph Street Triple,2020,Санкт-Петербург,21789,765,106.0,3.0,МКПП-6,цепь,белый,1150000,рядное
14880,Triumph,Triumph Tiger Explorer,2013,Москва,44580,1215,137.0,3.0,МКПП-6,кардан,серый,799000,рядное
14881,Triumph,Triumph Rocket III,2005,Владивосток,35224,2300,148.0,3.0,МКПП-5,кардан,пурпурный,755000,рядное
