Марка,Модель,Год,Город,Пробег(км),Объем двигателя (см³),Мощность двигателя (л.с.),Цилиндров,Коробка,Привод,Цвет,Цена(руб)
Ducati,Ducati Diavel,2012,Москва,20963,1200,165,2 цилиндра/оппозитное,6 передач,цепь,чёрный,650000
Ducati,Ducati 1199 Panigale,2012,Санкт-Петербург,14500,1198,195,2 цилиндра/v-образное,6 передач,цепь,красный,1500000
Ducati,Ducati 848,2012,Санкт-Петербург,12163,849,140,2 цилиндра,6 передач,цепь,белый,700000
Ducati,Ducati Monster (2021-н.в.),2023,Москва,5000,937,120,,6 передач,цепь,чёрный,1625000
Ducati,Ducati XDiavel,2022,Санкт-Петербург,98,1200,159,2 цилиндра,,,чёрный,6900000
Ducati,Ducati Monster 1200,2014,Москва,8500,1198,155,2 цилиндра,,цепь,белый,1200000
Ducati,Ducati Diavel,2011,Санкт-Петербург,20000,1198,162,,,,красный,1000000
Ducati,Ducati Scrambler 1100,2023,Москва,1,1079,86,,,цепь,жёлтый,1990000
Ducati,Ducati 848,2008,Санкт-Петербург,31700,850,125,2 цилиндра/v-образное,6 передач,цепь,красный,600000
Ducati,Ducati Monster S2R,2006,Москва,45800,1000,95,2 цилиндра/v-образное,6 передач,цепь,красный,490000
Ducati,Ducati Streetfighter V4,2021,Химки,5000,1100,208,4 цилиндра/v-образное,,,красный,2650000
Ducati,Ducati Scrambler,2023,Москва,1000,803,73,2 цилиндра/v-образное,6 передач,цепь,красный,1850000
Ducati,Ducati Monster 696,2009,Санкт-Петербург,20325,696,,,,цепь,чёрный,510000
Ducati,Ducati Streetfighter V4,2021,Москва,4811,1285,,,,,чёрный,3100000
Ducati,Ducati Monster 821,2018,Москва,4234,821,109,2 цилиндра/v-образное,6 передач,цепь,жёлтый,1100000
Ducati,Ducati 749,2006,Кемерово,11000,749,100,2 цилиндра/v-образное,6 передач,цепь,красный,636000
Ducati,Ducati Multistrada 1200,2017,Ашукино,32262,1200,152,2 цилиндра,6 передач,цепь,красный,1380000
Ducati,Ducati Diavel,2022,Москва,2000,1260,,,,,чёрный,2850000
Ducati,Ducati 1098,2008,Москва,2900,1198,180,2 цилиндра/v-образное,6 передач,цепь,красный,1790000
Ducati,Ducati Monster 400,2000,Новороссийск,48000,400,43,,,цепь,красный,270000
Ducati,Ducati Panigale V4,2020,Москва,3000,998,240,4 цилиндра/v-образное,6 передач,цепь,красный,9500000
Ducati,Ducati Scrambler,2018,Москва,15000,804,76,2 цилиндра,6 передач,цепь,белый,1250000
Ducati,Ducati Multistrada 1200,2011,Москва,18300,1200,150,2 цилиндра,6 передач,цепь,красный,760000
Ducati,Ducati Monster 400,2003,Москва,30762,400,43,,,цепь,жёлтый,260000
Ducati,Ducati Monster S2R,2006,Екатеринбург,52000,800,80,2 цилиндра/v-образное,6 передач,цепь,красный,450000
Ducati,Ducati Diavel,2015,Сургут,9980,1198,162,2 цилиндра/v-образное,6 передач,цепь,чёрный,1780000
Ducati,Ducati Streetfighter,2012,Москва,25025,848,125,2 цилиндра/v-образное,6 передач,цепь,чёрный,700000
Ducati,Ducati Monster 796,2011,Москва,17015,800,87,2 цилиндра/v-образное,6 передач,цепь,белый,490000
Ducati,Ducati Monster 1200,2014,Москва,30600,1200,150,2 цилиндра,6 передач,,красный,750000
Ducati,Ducati Diavel Carbon,2011,Дзержинский,13164,1198,162,2 цилиндра/v-образное,6 передач,цепь,красный,1050000
Ducati,Ducati Monster 1000,2005,Сочи,23000,1000,84,2 цилиндра/v-образное,6 передач,цепь,красный,400000
Ducati,Ducati Multistrada 1200,2013,Псков,39800,1200,150,2 цилиндра/v-образное,6 передач,цепь,красный,969000
Ducati,Ducati Monster 1000,2005,Яблоновский,24500,1000,85,2 цилиндра/v-образное,6 передач,цепь,чёрный,350000
Ducati,Ducati Monster 797,2020,Санкт-Петербург,6700,803,73,,,,белый,950000
Ducati,Ducati Multistrada 1200,2010,Москва,10900,1198,150,2 цилиндра/v-образное,6 передач,цепь,белый,859000
Ducati,Ducati Monster 800,2004,Краснодар,41500,800,73,2 цилиндра/v-образное,6 передач,цепь,красный,380000
Ducati,Ducati ST,2002,Керчь,50000,1000,115,2 цилиндра,6 передач,цепь,красный,450000
Ducati,Ducati Monster S4,2001,Москва,32000,916,100,2 цилиндра,6 передач,цепь,красный,370000
Ducati,Ducati Multistrada 1100,2008,Санкт-Петербург,38000,1100,95,2 цилиндра/v-образное,6 передач,цепь,красный,450000
Ducati,Ducati 899 Panigale,2013,Уфа,13000,898,148,2 цилиндра/v-образное,6 передач,цепь,белый,1350000
Ducati,Ducati Monster 400,2003,Москва,30762,400,43,,,цепь,жёлтый,260000
Ducati,Ducati Monster 797,2017,Москва,2,803,73,,,,красный,1500000
Ducati,Ducati Diavel Carbon,2014,Москва,21000,1200,162,,,,чёрный,1200000
Ducati,Ducati 1299 Panigale,2015,Москва,3532,1285,,2 цилиндра,,цепь,пурпурный,2100000
Ducati,Ducati Multistrada 1200,2011,Москва,29900,1200,148,2 цилиндра/v-образное,6 передач,цепь,чёрный,650000
Ducati,Ducati Monster 696,2008,Екатеринбург,22700,696,80,2 цилиндра/v-образное,6 передач,цепь,белый,520000
Ducati,Ducati Diavel,2021,Ставрополь,1495,1260,162,2 цилиндра/v-образное,6 передач,цепь,чёрный,2750000
Ducati,Ducati Monster 797,2017,Москва,38261,800,79,2 цилиндра,6 передач,цепь,красный,600000
Ducati,Ducati Streetfighter V4,2020,Москва,3500,1103,208,4 цилиндра/v-образное,6 передач,цепь,красный,2550000
Ducati,Ducati XDiavel,2023,Москва,297,1262,152,2 цилиндра/v-образное,6 передач,ремень,чёрный,3200000
Ducati,Ducati Monster 696,2009,Санкт-Петербург,69866,696,85,2 цилиндра/v-образное,6 передач,цепь,чёрный,400000
Ducati,Ducati Monster 1100,2008,Дубна,22000,1100,95,2 цилиндра/v-образное,5 передач,цепь,красный,600000
Ducati,Ducati Diavel,2022,Москва,8217,1262,162,2 цилиндра/v-образное,,,чёрный,2830000
Ducati,Ducati Monster 1000,2005,Курск,26000,1000,100,2 цилиндра/v-образное,6 передач,цепь,красный,535000
Ducati,Ducati Monster S2R,2005,Котельнич,31000,803,75,2 цилиндра,6 передач,цепь,красный,400000
Ducati,Ducati Monster 400,2002,Одинцово,22000,400,34,2 цилиндра/v-образное,5 передач,цепь,красный,345000
Ducati,Ducati ST,2002,Москва,31374,994,83,2 цилиндра/v-образное,6 передач,цепь,жёлтый,260000
Ducati,Ducati 999,2006,Москва,20300,999,150,2 цилиндра/v-образное,6 передач,цепь,красный,690000
Ducati,Ducati Diavel,2020,Ростов-на-Дону,5700,1260,150,2 цилиндра/v-образное,6 передач,цепь,чёрный,2450000
Ducati,Ducati Monster 696,2010,Москва,11177,696,74,,,,чёрный,560000
Ducati,Ducati 1199 Panigale,2012,Санкт-Петербург,14000,1199,185,2 цилиндра/v-образное,6 передач,цепь,белый,1150000
Ducati,Ducati Scrambler,2015,Сочи,15000,803,86,2 цилиндра/v-образное,,,золотистый,680000
Ducati,Ducati 1199 Panigale,2014,Санкт-Петербург,16000,1198,195,2 цилиндра,,,белый,2200000
Ducati,Ducati Multistrada 1200,2010,Москва,48000,1198,148,2 цилиндра/v-образное,6 передач,цепь,красный,670000
Ducati,Ducati 1199 Panigale,2013,Никольское,54,1198,191,2 цилиндра/v-образное,6 передач,цепь,белый,1660000
Ducati,Ducati Diavel Carbon,2015,Москва,28455,1198,119,,,цепь,чёрный,1230000
Ducati,Ducati Diavel,2018,Владивосток,3500,1260,152,2 цилиндра/v-образное,6 передач,цепь,чёрный,1650000
Ducati,Ducati Streetfighter,2009,Москва,43100,1100,160,,,,чёрный,835000
Ducati,Ducati Multistrada 1100,2007,Санкт-Петербург,26000,1100,95,2 цилиндра/v-образное,6 передач,цепь,красный,675000
Ducati,Ducati Monster 821,2015,Москва,30500,821,106,,,цепь,красный,785000
Ducati,Ducati Panigale V2,2021,Москва,1300,955,155,2 цилиндра/v-образное,6 передач,цепь,белый,1900000
Ducati,Ducati Panigale V2,2023,Смоленск,140,988,170,2 цилиндра/v-образное,6 передач,цепь,красный,2300000
Ducati,Ducati Monster 797,2017,Сочи,35000,800,75,,,,чёрный,500000
Ducati,Ducati Monster S4,2004,Москва,37708,996,113,2 цилиндра/v-образное,6 передач,цепь,красный,450000
Ducati,Ducati Diavel Carbon,2015,Москва,28455,1198,119,,,цепь,чёрный,1230000
Ducati,Ducati Scrambler 1100,2019,Санкт-Петербург,10000,110,86,2 цилиндра/v-образное,6 передач,цепь,чёрный,1200000
Ducati,Ducati Monster 696,2009,Москва,33000,696,80,2 цилиндра/v-образное,6 передач,цепь,красный,500000
Ducati,Ducati Monster S4,2007,Санкт-Петербург,99000,998,130,2 цилиндра/v-образное,6 передач,цепь,белый,890000
Ducati,Ducati HyperMotard,2007,Санкт-Петербург,68000,1100,92,4 цилиндра/v-образное,6 передач,цепь,красный,500000
Ducati,Ducati Streetfighter V4,2022,Москва,230,1100,208,,6 передач,цепь,чёрный,2700030
Ducati,Ducati Monster 696,2012,Москва,22000,696,,2 цилиндра,,,белый,385000
Ducati,Ducati Streetfighter V2,2023,Чёрная,1050,995,153,2 цилиндра/v-образное,6 передач,цепь,красный,2120000
Ducati,Ducati Diavel,2012,Екатеринбург,19000,1200,152,2 цилиндра,6 передач,цепь,красный,950000
Ducati,Ducati Monster S4,2002,Санкт-Петербург,33100,916,101,2 цилиндра/v-образное,,,жёлтый,400000
Ducati,Ducati Diavel,2013,Москва,6006,1198,162,2 цилиндра/v-образное,6 передач,цепь,серый,1199000
Ducati,Ducati Monster 900,2001,Петрозаводск,27000,904,78,2 цилиндра/v-образное,6 передач,цепь,красный,340000
Ducati,Ducati XDiavel,2016,Москва,6000,1262,156,2 цилиндра/v-образное,6 передач,ремень,чёрный,1950000
Ducati,Ducati Streetfighter,2012,Люберцы,27000,849,132,,6 передач,,чёрный,700000
Ducati,Ducati 1299 Panigale,2015,Санкт-Петербург,10000,1285,205,2 цилиндра/v-образное,,цепь,красный,1750000
Ducati,Ducati Monster S4,2005,Самара,10600,996,,,6 передач,цепь,жёлтый,470000
